Record_number,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max
3485,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-2,27,,0.9,5,16.2,0.149,0,,,None,1.66391082,4.437095519,4.437095519,4.437095519,4.437095519,,,,,,
3486,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-2,27,,0.86,5,13.9,0.15,0,,,None,1.442024956,4.48168907,4.48168907,4.48168907,4.48168907,,,,,,
3487,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-2,27,,0.85,5,12.8,0.15,0,,,None,1.327907873,4.48168907,4.48168907,4.48168907,4.48168907,,,,,,
3488,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-2,27,,0.9,5,16.2,0.149,0,,,None,1.66391082,4.437095519,4.437095519,4.437095519,4.437095519,,,,,,
3489,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,33,,0.533,0,0.5,0.073,0,,,None,1.037540304,,2.075080608,2.075080608,,2.075080608,8,33,,,
3490,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,1,34,,0.432,0,2.338,0.034,0,,,None,3.284767467,1.404947591,1.404947591,1.404947591,1.404947591,1.404947591,1,34,,,
3539,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.9,5,,,,,,Positive,2.2,,3.77,,,,,,,,
3540,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.94,5,,,,,,Positive,2.35,,3.68,,,,,,,,
3541,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.92,5,,,,,,Positive,2.11,,2.65,,,,,,,,
3542,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.94,5,,,,,,Positive,2.32,,3.39,,,,,,,,
3543,Other,Positive,umol CO2/m2/s,5,16,,0.693,5,,,,,,Positive,,,,2.8,,,,,,,
3544,Other,Positive,umol CO2/m2/s,5,16,,0.694,5,,,,,,Positive,,,,3.1,,,,,,,
3545,Other,Positive,umol CO2/m2/s,5,16,,0.716,5,,,,,,None,,,,3.4,,,,,,,
3546,Other,Positive,umol CO2/m2/s,5,16,,0.769,5,,,,,,Positive,,,,2.6,,,,,,,
3547,Other,Positive,umol CO2/m2/s,5,16,,0.505,5,,,,,,None,,,,3.7,,,,,,,
3548,Other,Positive,umol CO2/m2/s,5,16,,0.599,5,,,,,,Positive,,,,3.2,,,,,,,
3549,Other,Positive,umol CO2/m2/s,5,16,,0.479,5,,,,,,None,,,,3.1,,,,,,,
3550,Other,Positive,umol CO2/m2/s,5,16,,0.439,5,,,,,,None,,,,4.2,,,,,,,
3551,Other,Positive,umol CO2/m2/s,5,16,,0.693,5,,,,,,Positive,,,,2.8,,,,,,,
3552,Other,Positive,umol CO2/m2/s,5,16,,0.694,5,,,,,,Positive,,,,3.1,,,,,,,
3553,Other,Positive,umol CO2/m2/s,5,16,,0.716,5,,,,,,None,,,,3.4,,,,,,,
3554,Other,Positive,umol CO2/m2/s,5,16,,0.769,5,,,,,,Positive,,,,2.6,,,,,,,
3555,Other,Positive,umol CO2/m2/s,5,16,,0.505,5,,,,,,None,,,,3.7,,,,,,,
3556,Other,Positive,umol CO2/m2/s,5,16,,0.599,5,,,,,,Positive,,,,3.2,,,,,,,
3557,Other,Positive,umol CO2/m2/s,5,16,,0.479,5,,,,,,None,,,,3.1,,,,,,,
3558,Other,Positive,umol CO2/m2/s,5,16,,0.439,5,,,,,,None,,,,4.2,,,,,,,
3559,Other,Positive,umol CO2/m2/s,5,16,,0.693,5,,,,,,Positive,,,,2.8,,,,,,,
3560,Other,Positive,umol CO2/m2/s,5,16,,0.694,5,,,,,,Positive,,,,3.1,,,,,,,
3561,Other,Positive,umol CO2/m2/s,5,16,,0.716,5,,,,,,None,,,,3.4,,,,,,,
3562,Other,Positive,umol CO2/m2/s,5,16,,0.769,5,,,,,,Positive,,,,2.6,,,,,,,
3563,Other,Positive,umol CO2/m2/s,5,16,,0.505,5,,,,,,None,,,,3.7,,,,,,,
3564,Other,Positive,umol CO2/m2/s,5,16,,0.599,5,,,,,,Positive,,,,3.2,,,,,,,
3565,Other,Positive,umol CO2/m2/s,5,16,,0.479,5,,,,,,None,,,,3.1,,,,,,,
3566,Other,Positive,umol CO2/m2/s,5,16,,0.439,5,,,,,,,,,,4.2,,,,,,,
3567,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,20,,,-200,2.52714,1.8,0,,,Positive,2.52714,,1.8,1.8,,,,,,,
3568,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,20,,,4.5,2.17602,3.7,0,,,Positive,2.17602,,3.7,3.7,,,,,,,
3569,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,20,,,8.5,2.10903,4.2,0,,,Positive,2.10903,,4.2,4.2,,,,,,,
3570,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,20,,,12,2.06745,4.2,0,,,Positive,2.06745,,4.2,4.2,,,,,,,
3571,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,20,,,36,2.09055,5.6,0,,,Positive,2.09055,,5.6,5.6,,,,,,,
3572,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,17,,,-200,2.27766,1.6,0,,,Positive,2.27766,,1.6,,,,,,,,
3573,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,17,,,5,2.41857,3.6,0,,,Positive,2.41857,,3.6,,,,,,,,
3574,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,17,,,10,2.51097,4,0,,,Positive,2.51097,,4,,,,,,,,
3575,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,17,,,20,2.55717,4.3,0,,,Positive,2.55717,,4.3,,,,,,,,
3576,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,4,17,,,50,2.93601,4.1,0,,,Positive,2.93601,,4.1,,,,,,,,
3581,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,4,17,,0.7,10,0.915,2.82,10,,,,0.915,,2.82,,,,,,,,
3582,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,1,15,,0.87,10,0.775,3.51,10,,,,0.775,,3.51,,,,,,,,
3598,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3599,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3600,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3601,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3602,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3603,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3604,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3605,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3606,"Power, R=a (T-b)^c",Positive,umol CO2/m2/s,26,35,,0.109,5,4e-4,0,2.204,,,None,,,,,,2,26,35,,,
3611,Other,Positive,g C/m2/day,-22,14,17,0.77,-200,,,,,,,0.627,3.5,,,,,,,,,
3612,Other,Positive,g C/m2/day,-22,14,17,0.77,-200,,,,,,,0.627,3.5,,,,,,,,,
3619,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,15,0.5266,0.152,0,,,Positive,2.407733788,,4.572225195,4.572225195,,,,,,,
3629,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,15,,,3,,,,,,,,,,,,,,,,,
3630,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,15,,,3,,,,,,,,,,,,,,,,,
3631,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,15,,,3,,,,,,,,,,,,,,,,,
3632,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,15,,,3,,,,,,,,,,,,,,,,,
3633,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,15,,,3,,,,,,,,,,,,,,,,,
3634,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,15,,,3,,,,,,,,,,,,,,,,,
3650,Other,Positive,g CO2/m2/hr,-3,23,,,5,,,,,,,,,,,,,,,,,
3653,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,15,30,36,0.37,10,201.1,0.05,0,,,,,,,,,1.64,15,30,,,
3654,"Exponential, R=a exp(b(T-c))",None,mg CO2/m2/hr,15,30,,,,,,,,,,,,,,,,,,,,
3655,"Exponential, R=a exp(b(T-c))",None,mg CO2/m2/hr,15,30,,,,,,,,,,,,,,,,,,,,
3656,"Exponential, R=a exp(b(T-c))",,mg CO2/m2/hr,15,30,,,,,,,,,,,,,,,,,,,,
3657,"Exponential, R=a exp(b(T-c))",,mg CO2/m2/hr,15,30,,,,,,,,,,,,,,,,,,,,
3658,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,16,,,5,,,,,,,,,,,,,,,,,
3659,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,16,,,5,,,,,,,,,,,,,,,,,
3660,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,16,,,5,0.95,0.1,0,,,,2.6,2.7,2.7,,,,,,,,
3661,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,16,,,5,,,,,,,,,,,,,,,,,
3662,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,16,,,5,,,,,,,,,,,,,,,,,
3666,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,7,25,,,5,,,,,,,3.16,,,1.698164557,,,,,,,
3667,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,7,25,,,5,,,,,,,3.16,,,1.698164557,,,,,,,
3691,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,24,27,51,0.15,5,-484.45,26.71,0,,,Mixed,,,,,,3.96,24,27,,,
3692,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,16,21,26,0.27,5,-86.34,10.51,0,,,Mixed,,,,,,2.7,16,21,,,
3693,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,24,27,51,0.15,5,,,,,,Mixed,,,,,,3.96,24,27,,,
3694,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,16,21,26,0.27,5,,,,,,Mixed,,,,,,2.7,16,21,,,
3695,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,24,27,51,0.15,5,,,,,,Mixed,,,,,,3.96,24,27,,,
3696,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,16,21,26,0.27,5,,,,,,Mixed,,,,,,2.7,16,21,,,
3697,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,24,27,51,0.15,5,,,,,,Mixed,,,,,,3.96,24,27,,,
3698,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,16,21,26,0.27,5,,,,,,Mixed,,,,,,2.7,16,21,,,
3699,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,24,27,51,0.15,5,,,,,,Mixed,,,,,,3.96,24,27,,,
3700,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,16,21,26,0.27,5,,,,,,Mixed,,,,,,2.7,16,21,,,
3701,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,24,27,51,0.15,5,,,,,,Mixed,,,,,,3.96,24,27,,,
3702,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,16,21,26,0.27,5,,,,,,Mixed,,,,,,2.7,16,21,,,
3703,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,0,25,,0.85,10,0.0189,0.1327,0,,,None,1.649251299,3.769717255,3.769717255,3.769717255,3.769717255,3.769717255,0,25,,,
3704,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,0,25,,0.85,10,0.0189,0.1327,0,,,None,1.649251299,3.769717255,3.769717255,3.769717255,3.769717255,3.769717255,0,25,,,
3711,Other,Positive,mg CO2/m2/hr,10,30,,0.7,-200,,,,,,,,,,,,,,,,,
3712,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,17,27,,0.64,-200,10.858,0.096,0,,,Positive,,,,,,2.611696473,17,27,,,
3713,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,16,26,,0.57,-200,17.906,0.087,0,,,Positive,,,,,,2.386910854,16,26,,,
3714,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,8,33,,0.68,10,133,0.064,0,,,,1.592373466,,,1.896480879,,1.896480879,8,33,,,
3715,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,7,35,,0.85,10,120,0.059,0,,,,1.36665789,,,1.803988415,,1.803988415,7,35,,,
3716,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,9,35,,0.91,10,112,0.054,0,,,,1.213338185,,,1.716006862,,1.716006862,9,35,,,
3717,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,12,38,,0.7,10,138,0.036,0,,,,,,,,,1.43,12,38,,,
3720,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.411,-150,74.963,0.094,10,,,Positive,0.473251263,2.559981418,2.559981418,2.559981418,2.559981418,2.559981418,0,30,,,
3722,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,24,29,,,5,,,,,,,,,,,,7.4,24,29,,,
3723,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,24,29,,,5,,,,,,,,,,,,7.4,24,29,,,
3724,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,24,29,,,5,,,,,,,,,,,,7.4,24,29,,,
3725,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,20,,,5,,,,,,Positive,,3.4475,3.4475,3.4475,3.4475,,,,,,
3726,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,20,,,5,,,,,,Positive,,3.9825,3.9825,3.9825,3.9825,,,,,,
3734,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-15,18,305,0.87,2,3.9,3.2,10,,,None,3.9,3.2,3.2,,,3.2,-15,18,,,
3735,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,16,215,0.47,2,2.6,2.5,10,,,None,2.6,2.5,2.5,,,2.5,-5,16,,,
3736,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-15,18,300,0.56,2,1.9,3.2,10,,,None,1.9,3.2,3.2,,,3.2,-15,18,,,
3757,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,15,30,180,0.488,5,7.06,0.093,0,,,Positive,,,,,,2.534509178,15,30,,,
3762,Other,Positive,umol CO2/m2/s,-2,24,,,,,,,,,,2.24,,,,,,,,,,
3784,"Exponential, R=a exp(b(T-c))",Positive,nmol CO2/m2/s,15,30,,0.63,5,170.51,0.094,0,,,Positive,,,,,,2.57,15,30,,,
3785,"Exponential, R=a exp(b(T-c))",Positive,nmol CO2/m2/s,15,30,,0.66,5,73.58,0.125,0,,,Positive,,,,,,3.5,15,30,,,
3786,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,15,,0.89,5,0.5797,0.1576,0,,,,2.803182698,4.835574776,4.835574776,,,,,,,,
3787,"Exponential, R=a exp(b(T-c))",Positive,kg C/ha/day,10,17,,0.91,10,2.2765,0.1369,0,,,Positive,0.86,,,,,,,,,,
3788,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,20,0.801,10,0.6907,0.1235,0,,,Positive,2.374888044,,,3.438378521,,,,,,,
3789,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,20,0.801,10,0.6907,0.1235,0,,,Positive,2.374888044,,,3.438378521,,,,,,,
3790,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,20,0.801,10,0.6907,0.1235,0,,,Positive,2.374888044,,,3.438378521,,,,,,,
3791,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,20,0.801,10,0.6907,0.1235,0,,,Positive,2.374888044,,,3.438378521,,,,,,,
3792,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,20,0.801,10,0.6907,0.1235,0,,,Positive,2.374888044,,,3.438378521,,,,,,,
3793,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,20,0.801,10,0.6907,0.1235,0,,,Positive,2.374888044,,,3.438378521,,,,,,,
3794,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,-4,28.4,,,10,-0.238,0.0439,0,0,,,1.222624772,1.551155287,1.551155287,1.551155287,1.551155287,,,,,,
3795,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,-4,28.4,,,10,-0.344,0.0469,0,0,,,1.133148453,1.598394999,1.598394999,1.598394999,1.598394999,,,,,,
3796,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Positive,umol CO2/m2/s,-4,28.4,,,10,-0.111,0.0298,0,0,,,1.205627285,1.347161788,1.347161788,1.347161788,1.347161788,,,,,,
3797,Other,Mixed,mg CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
3798,Other,Mixed,mg CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
3799,Other,Mixed,mg CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
3800,Other,Mixed,mg CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
3801,Other,Positive,mg CO2/m2/s,12,20,,,5,,,,,,Positive,4.0090848,,,,,,,,,,
3802,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,,,,,0.51,15,-2.556,0.068,0,,,Positive,,,,1.98,,,,,,,
3803,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,,,,,0.24,15,-2.166,0.059,0,,,Positive,,,,1.81,,,,,,,
3804,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,,,,,0.39,15,-2.1,0.054,0,,,Positive,,,,1.71,,,,,,,
3805,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,0,16,3630,0.69,5,0.067,0.1228,0,,,,3.65,3.41,3.41,,,,,,,,
3813,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,3,23,,0.87,,0.028,0.253,0,,,,0.092460588,,12.55350614,,,,,,,,
3814,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,8,28,,0.94,,0.9,2.53,10,,,,0.86805,,2.53,2.53,,,,,,,
3815,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,8,28,,0.91,,1.03,2.79,10,,,,0.993435,,2.79,2.79,,,,,,,
3816,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,8,28,,0.92,,1.19,2.89,10,,,,1.147755,,2.89,2.89,,,,,,,
3817,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,8,28,,0.96,,1.28,3.11,10,,,,1.23456,,3.11,3.11,,,,,,,
3818,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,8,28,,0.95,,1,2.86,10,,,,0.9645,,2.86,2.86,,,,,,,
3819,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,8,28,,0.92,,1.21,3.07,10,,,,1.167045,,3.07,3.07,,,,,,,
3820,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,8,28,,0.94,,1.33,3.3,10,,,,1.282785,,3.3,3.3,,,,,,,
3821,"Q10, R=a b^((T-c)/10)",Positive,g C/m2/day,8,28,,0.96,,1.51,3.36,10,,,,1.456395,,3.36,3.36,,,,,,,
3822,"Q10, R=a b^((T-c)/10)",Positive,,,,,,5,,,,,,,,,,,,,,,,,
3823,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,0,15,,,5,,,,,,,1.736111111,2.5,,,,,,,,,
3824,"Q10, R=a b^((T-c)/10)",Positive,mg C/m2/hr,9,16,,,5,,,,,,,1.736111111,2.6,,,,,,,,,
3825,Other,Positive,g CO2/m2/day,,,,0.762,5,,,,,,Negative,,,,,,,,,,,
3826,Other,Positive,g CO2/m2/day,,,,0.645,5,,,,,,None,,,,,,,,,,,
3827,Other,Positive,g CO2/m2/day,,,,0.724,5,,,,,,Negative,,,,,,,,,,,
3828,Other,Positive,g CO2/m2/day,,,,0.589,5,,,,,,None,,,,,,,,,,,
3829,Other,Positive,g CO2/m2/day,,,,0.712,5,,,,,,None,,,,,,,,,,,
3837,Other,Positive,g CO2/m2/hr,,,,,5,,,,,,Positive,,,,,,,,,,,
3838,Other,Positive,g CO2/m2/hr,,,,,5,,,,,,Positive,,,,,,,,,,,
3839,Other,Positive,g CO2/m2/hr,,,,,5,,,,,,Positive,,,,,,,,,,,
3840,Other,Positive,g CO2/m2/hr,,,,,5,,,,,,Positive,,,,,,,,,,,
3841,Other,Positive,g CO2/m2/hr,,,,,5,,,,,,Positive,,,,,,,,,,,
3842,Other,Positive,g CO2/m2/hr,,,,,5,,,,,,Positive,,,,,,,,,,,
3845,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,13,25,,0.51,,3,1.9,20,,,Positive,,,,,,1.9,13,25,,,
3846,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,13,25,,0.6,,3,1.95,20,,,Positive,,,,,,1.95,13,25,,,
3847,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,18,,0.39,10,2.04,3.61,10,,,None,2.04,3.61,3.61,3.61,3.61,,,,,,
3848,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,1,18,,0.45,10,3.03,1.78,10,,,None,3.03,1.78,1.78,1.78,1.78,,,,,,
3849,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,20,,0.35,10,3.45,1.68,10,,,Negative,3.45,1.68,1.68,1.68,1.68,,,,,,
3850,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,3,22,,0.22,10,2,1.3,10,,,Positive,2,,1.3,1.3,,,,,,,
3856,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,90,0.57,5,0.887,0.0449,0,,,Positive,1.389702511,,,1.566744657,,,10,28,,,
3857,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,77,0.67,5,0.6254,0.062,0,,,Positive,0.11625736,,,1.858928042,,,10,28,,,
3858,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,100,0.69,5,0.7349,0.0651,0,,,Positive,1.40913939,,,1.917457328,,,10,28,,,
3859,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,96,0.69,5,0.9144,0.0627,0,,,Positive,1.711744171,,,1.871986188,,,10,28,,,
3860,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,90,0.57,5,0.887,0.0449,0,,,Positive,1.389702511,,,1.566744657,,,10,28,,,
3861,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,77,0.67,5,0.6254,0.062,0,,,Positive,0.11625736,,,1.858928042,,,10,28,,,
3862,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,100,0.69,5,0.7349,0.0651,0,,,Positive,1.40913939,,,1.917457328,,,10,28,,,
3863,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,96,0.69,5,0.9144,0.0627,0,,,Positive,1.711744171,,,1.871986188,,,10,28,,,
3864,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,-10,15,,0.96,10,124.17,0.11,0,,,,2.354970298,3.08,3.08,,,3.08,-10,15,,,
3865,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,-5,20,,0.85,10,106.11,0.1,0,,,,1.820939929,2.61,2.61,2.61,2.61,2.61,-5,20,,,
3866,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,30,,0.61,10,85.41,0.07,0,,,,1.085824613,,,2.05,,2.05,10,30,,,
3867,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,15,25,,0.49,10,87.53,0.08,0,,,,1.229808065,,,,,2.16,15,25,,,
3868,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,5,30,,0.6407,5,49.259,0.0743,0,,,Positive,2.39708064,,2.102232762,2.102232762,,2.102232762,5,30,,,
3869,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7908,5,18.989,0.0996,0,,,Positive,1.190078616,,,2.707430418,,2.707430418,8,28,,,
3870,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7629,5,17.031,0.0907,0,,,Positive,0.976475828,,,2.476880734,,2.476880734,8,28,,,
3871,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,29,,0.6998,5,17.468,0.0895,0,,,Positive,0.989584759,,,2.447335789,,2.447335789,9,29,,,
3872,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,33,,0.5311,5,23.053,0.0508,0,,,Positive,0.886880897,,,1.661963941,,1.661963941,8,33,,,
3873,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,37,,0.6657,5,9.91,0.0896,0,,,Positive,0.561975993,,,2.449784349,,2.449784349,9,37,,,
3874,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,5,30,,0.6407,5,49.259,0.0743,0,,,Positive,2.39708064,,2.102232762,2.102232762,,2.102232762,5,30,,,
3875,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7908,5,18.989,0.0996,0,,,Positive,1.190078616,,,2.707430418,,2.707430418,8,28,,,
3876,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7629,5,17.031,0.0907,0,,,Positive,0.976475828,,,2.476880734,,2.476880734,8,28,,,
3877,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,29,,0.6998,5,17.468,0.0895,0,,,Positive,0.989584759,,,2.447335789,,2.447335789,9,29,,,
3878,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,33,,0.5311,5,23.053,0.0508,0,,,Positive,0.886880897,,,1.661963941,,1.661963941,8,33,,,
3879,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,37,,0.6657,5,9.91,0.0896,0,,,Positive,0.561975993,,,2.449784349,,2.449784349,9,37,,,
3880,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,5,30,,0.6407,5,49.259,0.0743,0,,,Positive,2.39708064,,2.102232762,2.102232762,,2.102232762,5,30,,,
3881,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7908,5,18.989,0.0996,0,,,Positive,1.190078616,,,2.707430418,,2.707430418,8,28,,,
